Stock Similarity Group Detection
========================================
Method: Z-score normalized cosine similarity
High similarity threshold: >= 0.9
Low similarity threshold: <= -0.7

High similarity groups (1541 pairs)
----------------------------------------
stock_62_SP100 <-> stock_23_HSI: -0.974844
stock_89_SP100 <-> stock_50_HSI: -0.974641
stock_55_SP100 <-> stock_6_HSI: -0.974525
stock_50_SP100 <-> stock_14_SP100: -0.974513
stock_37_HSI <-> stock_100_SP100: -0.974506
stock_37_HSI <-> stock_48_SP100: -0.974316
stock_11_SP100 <-> stock_61_HSI: -0.974294
stock_2_SP100 <-> stock_77_HSI: -0.974185
stock_67_SP100 <-> stock_80_HSI: -0.974143
stock_25_SP100 <-> stock_63_HSI: -0.974122
stock_67_SP100 <-> stock_6_HSI: -0.974003
stock_44_SP100 <-> stock_22_HSI: -0.974001
stock_18_SP100 <-> stock_77_HSI: -0.973939
stock_20_SP100 <-> stock_63_HSI: -0.973867
stock_55_SP100 <-> stock_56_HSI: -0.973833
stock_50_SP100 <-> stock_63_HSI: -0.973799
stock_44_SP100 <-> stock_56_HSI: -0.973798
stock_15_HSI <-> stock_18_HSI: -0.973757
stock_18_SP100 <-> stock_67_HSI: -0.973747
stock_25_SP100 <-> stock_14_SP100: -0.973560
stock_67_SP100 <-> stock_77_HSI: -0.973510
stock_64_SP100 <-> stock_79_HSI: -0.973440
stock_27_SP100 <-> stock_38_HSI: -0.973339
stock_50_SP100 <-> stock_83_HSI: -0.973194
stock_55_SP100 <-> stock_38_HSI: -0.973029
stock_67_SP100 <-> stock_79_HSI: -0.972985
stock_41_SP100 <-> stock_56_HSI: -0.972866
stock_67_SP100 <-> stock_68_HSI: -0.972619
stock_70_SP100 <-> stock_61_HSI: -0.972524
stock_68_SP100 <-> stock_28_HSI: -0.972457
stock_20_SP100 <-> stock_6_SP100: -0.972230
stock_45_SP100 <-> stock_46_HSI: -0.972170
stock_62_SP100 <-> stock_77_HSI: -0.972055
stock_17_SP100 <-> stock_26_HSI: -0.971961
stock_33_SP100 <-> stock_71_HSI: -0.971957
stock_99_SP100 <-> stock_79_HSI: -0.971946
stock_86_SP100 <-> stock_29_HSI: -0.971935
stock_13_SP100 <-> stock_65_HSI: -0.971929
stock_47_SP100 <-> stock_80_HSI: -0.971906
stock_7_SP100 <-> stock_50_HSI: -0.971887
stock_27_SP100 <-> stock_65_HSI: -0.971808
stock_13_SP100 <-> stock_83_HSI: -0.971641
stock_99_SP100 <-> stock_61_HSI: -0.971370
stock_21_SP100 <-> stock_26_HSI: -0.971319
stock_80_SP100 <-> stock_79_HSI: -0.971315
stock_55_SP100 <-> stock_80_HSI: -0.971312
stock_5_HSI <-> stock_18_HSI: -0.971212
stock_92_SP100 <-> stock_18_HSI: -0.971205
stock_62_SP100 <-> stock_75_HSI: -0.971088
stock_13_SP100 <-> stock_22_SP100: -0.971031
stock_20_SP100 <-> stock_61_HSI: -0.971000
stock_44_SP100 <-> stock_6_SP100: -0.970966
stock_16_SP100 <-> stock_65_HSI: -0.970785
stock_50_SP100 <-> stock_21_HSI: -0.970692
stock_13_SP100 <-> stock_38_HSI: -0.970537
stock_86_SP100 <-> stock_71_HSI: -0.970405
stock_69_SP100 <-> stock_45_HSI: -0.970371
stock_86_SP100 <-> stock_79_HSI: -0.970305
stock_99_SP100 <-> stock_63_HSI: -0.970110
stock_86_SP100 <-> stock_63_HSI: -0.969640
stock_64_SP100 <-> stock_22_HSI: -0.969442
stock_2_SP100 <-> stock_35_HSI: -0.969441
stock_99_SP100 <-> stock_32_HSI: -0.969178
stock_39_SP100 <-> stock_53_HSI: -0.969157
stock_85_SP100 <-> stock_18_HSI: -0.969091
stock_44_SP100 <-> stock_65_HSI: -0.969025
stock_47_SP100 <-> stock_77_HSI: -0.968814
stock_2_SP100 <-> stock_50_HSI: -0.968584
stock_72_SP100 <-> stock_6_HSI: -0.968573
stock_18_SP100 <-> stock_38_HSI: -0.968568
stock_70_SP100 <-> stock_14_SP100: -0.968474
stock_52_SP100 <-> stock_23_HSI: -0.968126
stock_11_SP100 <-> stock_21_HSI: -0.968123
stock_18_SP100 <-> stock_32_HSI: -0.968100
stock_55_SP100 <-> stock_68_HSI: -0.968028
stock_74_SP100 <-> stock_6_SP100: -0.968019
stock_86_SP100 <-> stock_18_HSI: -0.967995
stock_86_SP100 <-> stock_32_HSI: -0.967942
stock_99_SP100 <-> stock_67_HSI: -0.967880
stock_44_SP100 <-> stock_68_HSI: -0.967873
stock_20_SP100 <-> stock_79_HSI: -0.967840
stock_41_SP100 <-> stock_53_HSI: -0.967836
stock_50_SP100 <-> stock_67_HSI: -0.967718
stock_67_SP100 <-> stock_83_SP100: -0.967677
stock_52_SP100 <-> stock_6_HSI: -0.967501
stock_41_SP100 <-> stock_6_HSI: -0.967490
stock_44_SP100 <-> stock_21_HSI: -0.967452
stock_86_SP100 <-> stock_21_HSI: -0.967406
stock_62_SP100 <-> stock_62_HSI: -0.967258
stock_17_HSI <-> stock_63_HSI: -0.967215
stock_11_SP100 <-> stock_69_HSI: -0.967173
stock_59_SP100 <-> stock_25_HSI: -0.967126
stock_16_SP100 <-> stock_67_HSI: -0.967117
stock_27_SP100 <-> stock_77_HSI: -0.966881
stock_87_SP100 <-> stock_18_HSI: -0.966868
stock_92_SP100 <-> stock_75_HSI: -0.966502
stock_7_SP100 <-> stock_35_HSI: -0.966413
stock_25_SP100 <-> stock_32_HSI: -0.966376
stock_17_SP100 <-> stock_62_HSI: -0.966320
stock_50_SP100 <-> stock_38_HSI: -0.965998
stock_64_SP100 <-> stock_22_SP100: -0.965989
stock_18_SP100 <-> stock_26_HSI: -0.965857
stock_15_SP100 <-> stock_63_HSI: -0.965563
stock_47_SP100 <-> stock_38_HSI: -0.965546
stock_64_SP100 <-> stock_61_HSI: -0.965541
stock_67_SP100 <-> stock_62_HSI: -0.965525
stock_80_SP100 <-> stock_32_HSI: -0.965482
stock_74_SP100 <-> stock_22_HSI: -0.965421
stock_13_SP100 <-> stock_22_HSI: -0.965398
stock_92_SP100 <-> stock_71_HSI: -0.965380
stock_15_SP100 <-> stock_22_HSI: -0.965334
stock_27_SP100 <-> stock_67_HSI: -0.965075
stock_86_SP100 <-> stock_67_HSI: -0.965037
stock_74_SP100 <-> stock_80_HSI: -0.965003
stock_74_SP100 <-> stock_22_SP100: -0.964956
stock_27_SP100 <-> stock_68_HSI: -0.964944
stock_2_SP100 <-> stock_55_HSI: -0.964809
stock_7_SP100 <-> stock_64_HSI: -0.964780
stock_3_SP100 <-> stock_30_HSI: -0.964684
stock_57_SP100 <-> stock_38_HSI: -0.964649
stock_27_SP100 <-> stock_18_HSI: -0.964625
stock_99_SP100 <-> stock_56_HSI: -0.964622
stock_20_SP100 <-> stock_14_SP100: -0.964522
stock_16_SP100 <-> stock_32_HSI: -0.964502
stock_87_SP100 <-> stock_26_HSI: -0.964385
stock_18_SP100 <-> stock_62_HSI: -0.964327
stock_55_SP100 <-> stock_6_SP100: -0.964135
stock_21_SP100 <-> stock_68_HSI: -0.963947
stock_96_SP100 <-> stock_48_SP100: -0.963910
stock_70_SP100 <-> stock_30_SP100: -0.963902
stock_41_SP100 <-> stock_6_SP100: -0.963891
stock_44_SP100 <-> stock_29_HSI: -0.963860
stock_70_SP100 <-> stock_63_HSI: -0.963853
stock_21_SP100 <-> stock_45_HSI: -0.963646
stock_99_SP100 <-> stock_21_HSI: -0.963644
stock_45_SP100 <-> stock_65_HSI: -0.963484
stock_17_SP100 <-> stock_56_HSI: -0.963458
stock_18_SP100 <-> stock_68_HSI: -0.963369
stock_15_SP100 <-> stock_61_HSI: -0.963345
stock_20_SP100 <-> stock_21_HSI: -0.963220
stock_82_SP100 <-> stock_18_HSI: -0.963205
stock_99_SP100 <-> stock_38_HSI: -0.963168
stock_45_SP100 <-> stock_77_HSI: -0.963092
stock_15_HSI <-> stock_46_HSI: -0.962844
stock_20_SP100 <-> stock_32_HSI: -0.962790
stock_99_SP100 <-> stock_14_SP100: -0.962712
stock_41_SP100 <-> stock_65_HSI: -0.962671
stock_63_SP100 <-> stock_22_SP100: -0.962603
stock_18_SP100 <-> stock_83_SP100: -0.962597
stock_11_SP100 <-> stock_14_SP100: -0.962505
stock_25_SP100 <-> stock_21_HSI: -0.962497
stock_21_SP100 <-> stock_38_HSI: -0.962490
stock_41_SP100 <-> stock_79_HSI: -0.962475
stock_54_HSI <-> stock_67_HSI: -0.962473
stock_15_SP100 <-> stock_6_SP100: -0.962419
stock_87_SP100 <-> stock_23_HSI: -0.962243
stock_67_SP100 <-> stock_6_SP100: -0.962066
stock_20_SP100 <-> stock_38_HSI: -0.962040
stock_44_SP100 <-> stock_71_HSI: -0.961946
stock_27_SP100 <-> stock_32_HSI: -0.961931
stock_86_SP100 <-> stock_68_HSI: -0.961852
stock_47_SP100 <-> stock_83_SP100: -0.961742
stock_3_SP100 <-> stock_55_HSI: -0.961510
stock_63_SP100 <-> stock_6_SP100: -0.961454
stock_52_SP100 <-> stock_45_HSI: -0.961389
stock_17_SP100 <-> stock_38_HSI: -0.961242
stock_20_SP100 <-> stock_67_HSI: -0.961226
stock_1_SP100 <-> stock_23_HSI: -0.961211
stock_74_SP100 <-> stock_56_HSI: -0.961031
stock_44_SP100 <-> stock_69_HSI: -0.960953
stock_92_SP100 <-> stock_70_HSI: -0.960932
stock_27_SP100 <-> stock_80_HSI: -0.960837
stock_58_SP100 <-> stock_23_HSI: -0.960793
stock_50_SP100 <-> stock_56_HSI: -0.960771
stock_86_SP100 <-> stock_69_HSI: -0.960764
stock_2_SP100 <-> stock_62_HSI: -0.960725
stock_12_HSI <-> stock_100_SP100: -0.960621
stock_99_SP100 <-> stock_69_HSI: -0.960593
stock_57_SP100 <-> stock_46_HSI: -0.960579
stock_45_SP100 <-> stock_18_HSI: -0.960511
stock_17_SP100 <-> stock_68_HSI: -0.960437
stock_27_SP100 <-> stock_71_HSI: -0.960374
stock_85_SP100 <-> stock_46_HSI: -0.960263
stock_68_SP100 <-> stock_64_HSI: -0.960212
stock_20_SP100 <-> stock_69_HSI: -0.960104
stock_15_HSI <-> stock_91_SP100: -0.960071
stock_55_SP100 <-> stock_77_HSI: -0.960066
stock_96_SP100 <-> stock_30_SP100: -0.959962
stock_50_SP100 <-> stock_69_HSI: -0.959957
stock_86_SP100 <-> stock_6_SP100: -0.959892
stock_21_SP100 <-> stock_56_HSI: -0.959818
stock_25_SP100 <-> stock_67_HSI: -0.959781
stock_5_HSI <-> stock_70_HSI: -0.959701
stock_47_SP100 <-> stock_83_HSI: -0.959654
stock_57_SP100 <-> stock_29_HSI: -0.959539
stock_18_SP100 <-> stock_56_HSI: -0.959274
stock_97_SP100 <-> stock_8_HSI: -0.959252
stock_61_SP100 <-> stock_30_HSI: -0.959221
stock_89_SP100 <-> stock_35_HSI: -0.959149
stock_87_SP100 <-> stock_77_HSI: -0.959125
stock_11_SP100 <-> stock_38_HSI: -0.959059
stock_57_SP100 <-> stock_18_HSI: -0.959027
stock_86_SP100 <-> stock_14_SP100: -0.958951
stock_11_SP100 <-> stock_71_HSI: -0.958907
stock_64_SP100 <-> stock_14_SP100: -0.958866
stock_87_SP100 <-> stock_50_HSI: -0.958571
stock_13_SP100 <-> stock_68_HSI: -0.958518
stock_54_SP100 <-> stock_28_HSI: -0.958510
stock_67_SP100 <-> stock_26_HSI: -0.958402
stock_59_SP100 <-> stock_28_HSI: -0.958210
stock_98_SP100 <-> stock_55_HSI: -0.958137
stock_67_SP100 <-> stock_83_HSI: -0.958100
stock_41_SP100 <-> stock_80_HSI: -0.958064
stock_25_SP100 <-> stock_56_HSI: -0.958046
stock_52_SP100 <-> stock_67_HSI: -0.957953
stock_20_SP100 <-> stock_56_HSI: -0.957941
stock_55_SP100 <-> stock_21_HSI: -0.957897
stock_13_SP100 <-> stock_21_HSI: -0.957868
stock_11_SP100 <-> stock_79_HSI: -0.957864
stock_45_SP100 <-> stock_38_HSI: -0.957830
stock_47_SP100 <-> stock_6_SP100: -0.957601
stock_86_SP100 <-> stock_56_HSI: -0.957512
stock_57_SP100 <-> stock_71_HSI: -0.957509
stock_79_SP100 <-> stock_55_HSI: -0.957501
stock_57_SP100 <-> stock_65_HSI: -0.957390
stock_72_SP100 <-> stock_83_SP100: -0.957370
stock_11_SP100 <-> stock_48_SP100: -0.957034
stock_89_SP100 <-> stock_75_HSI: -0.957010
stock_16_SP100 <-> stock_56_HSI: -0.956892
stock_44_SP100 <-> stock_63_HSI: -0.956788
stock_45_SP100 <-> stock_83_HSI: -0.956783
stock_55_SP100 <-> stock_83_SP100: -0.956758
stock_74_SP100 <-> stock_6_HSI: -0.956729
stock_47_SP100 <-> stock_6_HSI: -0.956723
stock_33_SP100 <-> stock_47_HSI: -0.956691
stock_47_SP100 <-> stock_68_HSI: -0.956630
stock_57_SP100 <-> stock_67_HSI: -0.956617
stock_7_SP100 <-> stock_55_HSI: -0.956369
stock_69_SP100 <-> stock_47_HSI: -0.956334
stock_72_SP100 <-> stock_53_HSI: -0.956316
stock_68_SP100 <-> stock_35_HSI: -0.956282
stock_16_SP100 <-> stock_38_HSI: -0.956251
stock_74_SP100 <-> stock_21_HSI: -0.956172
stock_15_SP100 <-> stock_14_SP100: -0.956131
stock_74_SP100 <-> stock_38_HSI: -0.956088
stock_55_SP100 <-> stock_22_HSI: -0.956013
stock_47_SP100 <-> stock_79_HSI: -0.955891
stock_10_SP100 <-> stock_71_HSI: -0.955872
stock_69_SP100 <-> stock_79_HSI: -0.955785
stock_52_SP100 <-> stock_55_HSI: -0.955388
stock_13_SP100 <-> stock_29_HSI: -0.955386
stock_84_SP100 <-> stock_71_SP100: -0.955300
stock_27_SP100 <-> stock_83_HSI: -0.955144
stock_64_SP100 <-> stock_32_HSI: -0.955087
stock_25_SP100 <-> stock_69_HSI: -0.955012
stock_44_SP100 <-> stock_77_HSI: -0.955004
stock_86_SP100 <-> stock_61_HSI: -0.954952
stock_25_SP100 <-> stock_38_HSI: -0.954948
stock_57_SP100 <-> stock_22_SP100: -0.954936
stock_70_SP100 <-> stock_22_HSI: -0.954920
stock_52_SP100 <-> stock_68_HSI: -0.954912
stock_67_SP100 <-> stock_21_HSI: -0.954893
stock_33_SP100 <-> stock_46_HSI: -0.954798
stock_63_SP100 <-> stock_27_HSI: -0.954712
stock_92_SP100 <-> stock_47_HSI: -0.954622
stock_79_SP100 <-> stock_30_HSI: -0.954547
stock_18_SP100 <-> stock_6_HSI: -0.954510
stock_2_SP100 <-> stock_47_HSI: -0.954328
stock_55_SP100 <-> stock_62_HSI: -0.954300
stock_87_SP100 <-> stock_35_HSI: -0.954187
stock_55_SP100 <-> stock_69_HSI: -0.954101
stock_96_SP100 <-> stock_29_HSI: -0.953969
stock_47_SP100 <-> stock_26_HSI: -0.953951
stock_16_SP100 <-> stock_77_HSI: -0.953902
stock_18_SP100 <-> stock_80_HSI: -0.953836
stock_51_SP100 <-> stock_57_HSI: -0.953807
stock_15_HSI <-> stock_70_HSI: -0.953779
stock_10_SP100 <-> stock_80_HSI: -0.953580
stock_62_SP100 <-> stock_18_HSI: -0.953580
stock_27_SP100 <-> stock_26_HSI: -0.953501
stock_80_SP100 <-> stock_6_HSI: -0.953498
stock_10_SP100 <-> stock_69_HSI: -0.953366
stock_62_SP100 <-> stock_65_HSI: -0.953312
stock_64_SP100 <-> stock_21_HSI: -0.953309
stock_7_SP100 <-> stock_23_HSI: -0.953281
stock_62_SP100 <-> stock_68_HSI: -0.953067
stock_39_SP100 <-> stock_67_HSI: -0.953053
stock_55_SP100 <-> stock_22_SP100: -0.953033
stock_35_SP100 <-> stock_75_HSI: -0.953007
stock_13_SP100 <-> stock_69_HSI: -0.952954
stock_17_HSI <-> stock_100_SP100: -0.952928
stock_33_SP100 <-> stock_70_HSI: -0.952850
stock_10_SP100 <-> stock_18_HSI: -0.952810
stock_87_SP100 <-> stock_62_HSI: -0.952786
stock_92_SP100 <-> stock_64_HSI: -0.952574
stock_84_SP100 <-> stock_29_HSI: -0.952464
stock_67_SP100 <-> stock_22_HSI: -0.952398
stock_3_SP100 <-> stock_23_HSI: -0.952328
stock_27_SP100 <-> stock_56_HSI: -0.952268
stock_27_SP100 <-> stock_62_HSI: -0.952239
stock_68_SP100 <-> stock_50_HSI: -0.952087
stock_70_SP100 <-> stock_80_HSI: -0.952035
stock_20_SP100 <-> stock_71_HSI: -0.951985
stock_55_SP100 <-> stock_83_HSI: -0.951949
stock_68_SP100 <-> stock_30_HSI: -0.951851
stock_44_SP100 <-> stock_61_HSI: -0.951756
stock_63_SP100 <-> stock_79_HSI: -0.951653
stock_87_SP100 <-> stock_46_HSI: -0.951632
stock_16_SP100 <-> stock_80_HSI: -0.951588
stock_86_SP100 <-> stock_65_HSI: -0.951586
stock_39_SP100 <-> stock_32_HSI: -0.951569
stock_63_SP100 <-> stock_61_HSI: -0.951527
stock_67_SP100 <-> stock_69_HSI: -0.951525
stock_67_SP100 <-> stock_45_HSI: -0.951518
stock_11_SP100 <-> stock_6_SP100: -0.951495
stock_64_SP100 <-> stock_63_HSI: -0.951437
stock_87_SP100 <-> stock_47_HSI: -0.951380
stock_7_SP100 <-> stock_75_HSI: -0.951378
stock_57_SP100 <-> stock_69_HSI: -0.951330
stock_46_SP100 <-> stock_25_HSI: -0.951196
stock_80_SP100 <-> stock_22_HSI: -0.951163
stock_44_SP100 <-> stock_18_HSI: -0.951008
stock_1_SP100 <-> stock_55_HSI: -0.950833
stock_52_SP100 <-> stock_38_HSI: -0.950755
stock_72_SP100 <-> stock_67_HSI: -0.950698
stock_50_SP100 <-> stock_68_HSI: -0.950553
stock_44_SP100 <-> stock_14_SP100: -0.950524
stock_33_SP100 <-> stock_50_HSI: -0.950443
stock_15_SP100 <-> stock_79_HSI: -0.950382
stock_52_SP100 <-> stock_32_HSI: -0.950381
stock_45_SP100 <-> stock_71_HSI: -0.950323
stock_87_SP100 <-> stock_30_HSI: -0.950250
stock_92_SP100 <-> stock_50_HSI: -0.950130
stock_38_SP100 <-> stock_64_HSI: -0.950086
stock_67_SP100 <-> stock_22_SP100: -0.950027
stock_27_SP100 <-> stock_79_HSI: -0.949987
stock_54_HSI <-> stock_32_HSI: -0.949876
stock_62_SP100 <-> stock_38_HSI: -0.949827
stock_50_SP100 <-> stock_71_HSI: -0.949644
stock_63_SP100 <-> stock_19_SP100: -0.949639
stock_13_SP100 <-> stock_77_HSI: -0.949612
stock_57_SP100 <-> stock_22_HSI: -0.949596
stock_63_SP100 <-> stock_80_HSI: -0.949582
stock_3_SP100 <-> stock_35_HSI: -0.949579
stock_69_SP100 <-> stock_71_HSI: -0.949539
stock_62_SP100 <-> stock_47_HSI: -0.949458
stock_16_SP100 <-> stock_68_HSI: -0.949429
stock_96_SP100 <-> stock_63_HSI: -0.949365
stock_57_SP100 <-> stock_77_HSI: -0.949281
stock_10_SP100 <-> stock_38_HSI: -0.949222
stock_27_SP100 <-> stock_47_HSI: -0.948982
stock_61_SP100 <-> stock_55_HSI: -0.948914
stock_70_SP100 <-> stock_83_HSI: -0.948903
stock_45_SP100 <-> stock_80_HSI: -0.948857
stock_13_SP100 <-> stock_6_HSI: -0.948786
stock_45_SP100 <-> stock_26_HSI: -0.948763
stock_79_SP100 <-> stock_50_HSI: -0.948703
stock_39_SP100 <-> stock_6_HSI: -0.948689
stock_16_SP100 <-> stock_79_HSI: -0.948647
stock_74_SP100 <-> stock_61_HSI: -0.948644
stock_54_SP100 <-> stock_35_HSI: -0.948623
stock_89_SP100 <-> stock_30_HSI: -0.948622
stock_99_SP100 <-> stock_71_HSI: -0.948524
stock_17_HSI <-> stock_18_HSI: -0.948519
stock_69_SP100 <-> stock_21_HSI: -0.948513
stock_18_SP100 <-> stock_23_HSI: -0.948433
stock_45_SP100 <-> stock_75_HSI: -0.948313
stock_57_SP100 <-> stock_32_HSI: -0.948305
stock_80_SP100 <-> stock_67_HSI: -0.948265
stock_72_SP100 <-> stock_32_HSI: -0.948258
stock_79_SP100 <-> stock_23_HSI: -0.948195
stock_21_SP100 <-> stock_79_HSI: -0.948190
stock_74_SP100 <-> stock_68_HSI: -0.948001
stock_64_SP100 <-> stock_6_SP100: -0.947942
stock_27_SP100 <-> stock_75_HSI: -0.947904
stock_51_SP100 <-> stock_51_HSI: -0.947829
stock_56_SP100 <-> stock_46_HSI: -0.947791
stock_57_SP100 <-> stock_68_HSI: -0.947771
stock_69_SP100 <-> stock_75_HSI: -0.947749
stock_11_SP100 <-> stock_71_SP100: -0.947618
stock_80_SP100 <-> stock_21_HSI: -0.947341
stock_48_HSI <-> stock_79_HSI: -0.947266
stock_57_SP100 <-> stock_21_HSI: -0.947232
stock_53_SP100 <-> stock_28_HSI: -0.947220
stock_57_SP100 <-> stock_56_HSI: -0.947053
stock_17_SP100 <-> stock_23_HSI: -0.947050
stock_81_SP100 <-> stock_24_SP100: -0.947015
stock_81_SP100 <-> stock_53_HSI: -0.946998
stock_87_SP100 <-> stock_71_HSI: -0.946950
stock_47_SP100 <-> stock_62_HSI: -0.946947
stock_41_SP100 <-> stock_83_SP100: -0.946936
stock_18_SP100 <-> stock_79_HSI: -0.946893
stock_2_SP100 <-> stock_68_HSI: -0.946874
stock_61_SP100 <-> stock_35_HSI: -0.946842
stock_16_SP100 <-> stock_83_SP100: -0.946824
stock_16_SP100 <-> stock_62_HSI: -0.946793
stock_45_SP100 <-> stock_68_HSI: -0.946747
stock_62_SP100 <-> stock_55_HSI: -0.946703
stock_15_SP100 <-> stock_21_HSI: -0.946656
stock_27_SP100 <-> stock_21_HSI: -0.946624
stock_17_SP100 <-> stock_80_HSI: -0.946610
stock_79_SP100 <-> stock_35_HSI: -0.946605
stock_16_SP100 <-> stock_6_HSI: -0.946604
stock_55_SP100 <-> stock_53_HSI: -0.946571
stock_13_SP100 <-> stock_61_HSI: -0.946492
stock_69_SP100 <-> stock_23_HSI: -0.946462
stock_25_SP100 <-> stock_71_SP100: -0.946400
stock_33_SP100 <-> stock_64_HSI: -0.946383
stock_64_SP100 <-> stock_80_HSI: -0.946212
stock_5_HSI <-> stock_71_HSI: -0.946153
stock_17_SP100 <-> stock_45_HSI: -0.946115
stock_87_SP100 <-> stock_68_HSI: -0.946083
stock_35_SP100 <-> stock_35_HSI: -0.945826
stock_15_SP100 <-> stock_56_HSI: -0.945653
stock_85_SP100 <-> stock_75_HSI: -0.945623
stock_17_HSI <-> stock_71_SP100: -0.945584
stock_54_HSI <-> stock_53_HSI: -0.945535
stock_63_SP100 <-> stock_29_HSI: -0.945271
stock_35_SP100 <-> stock_18_HSI: -0.945173
stock_61_SP100 <-> stock_50_HSI: -0.945170
stock_61_SP100 <-> stock_28_HSI: -0.945101
stock_15_SP100 <-> stock_69_HSI: -0.945061
stock_45_SP100 <-> stock_67_HSI: -0.945014
stock_35_SP100 <-> stock_50_HSI: -0.944914
stock_45_SP100 <-> stock_47_HSI: -0.944710
stock_62_SP100 <-> stock_30_HSI: -0.944674
stock_18_SP100 <-> stock_45_HSI: -0.944657
stock_67_SP100 <-> stock_71_HSI: -0.944586
stock_11_SP100 <-> stock_32_HSI: -0.944491
stock_5_HSI <-> stock_91_SP100: -0.944450
stock_2_SP100 <-> stock_64_HSI: -0.944386
stock_82_SP100 <-> stock_46_HSI: -0.944223
stock_86_SP100 <-> stock_77_HSI: -0.944130
stock_15_SP100 <-> stock_38_HSI: -0.944113
stock_10_SP100 <-> stock_47_HSI: -0.944108
stock_23_SP100 <-> stock_46_HSI: -0.944087
stock_27_SP100 <-> stock_46_HSI: -0.943965
stock_2_HSI <-> stock_25_HSI: -0.943957
stock_74_SP100 <-> stock_69_HSI: -0.943922
stock_17_SP100 <-> stock_79_HSI: -0.943888
stock_62_SP100 <-> stock_83_SP100: -0.943758
stock_86_SP100 <-> stock_47_HSI: -0.943687
stock_15_SP100 <-> stock_32_HSI: -0.943677
stock_63_SP100 <-> stock_32_HSI: -0.943658
stock_33_SP100 <-> stock_38_HSI: -0.943623
stock_15_SP100 <-> stock_67_HSI: -0.943588
stock_27_SP100 <-> stock_22_HSI: -0.943553
stock_3_SP100 <-> stock_50_HSI: -0.943472
stock_18_SP100 <-> stock_71_HSI: -0.943435
stock_15_SP100 <-> stock_71_SP100: -0.943420
stock_69_SP100 <-> stock_56_HSI: -0.943308
stock_57_SP100 <-> stock_63_HSI: -0.943263
stock_62_SP100 <-> stock_50_HSI: -0.943121
stock_99_SP100 <-> stock_68_HSI: -0.943038
stock_27_SP100 <-> stock_69_HSI: -0.943014
stock_69_SP100 <-> stock_69_HSI: -0.942950
stock_80_SP100 <-> stock_38_HSI: -0.942826
stock_18_SP100 <-> stock_83_HSI: -0.942819
stock_62_SP100 <-> stock_35_HSI: -0.942810
stock_33_SP100 <-> stock_68_HSI: -0.942789
stock_63_SP100 <-> stock_22_HSI: -0.942770
stock_11_SP100 <-> stock_67_HSI: -0.942767
stock_16_SP100 <-> stock_26_HSI: -0.942760
stock_82_SP100 <-> stock_83_HSI: -0.942751
stock_44_SP100 <-> stock_6_HSI: -0.942712
stock_84_SP100 <-> stock_48_SP100: -0.942697
stock_56_SP100 <-> stock_18_HSI: -0.942670
stock_15_HSI <-> stock_71_HSI: -0.942493
stock_1_SP100 <-> stock_26_HSI: -0.942472
stock_87_SP100 <-> stock_38_HSI: -0.942453
stock_44_SP100 <-> stock_47_HSI: -0.942406
stock_87_SP100 <-> stock_64_HSI: -0.942357
stock_10_SP100 <-> stock_29_HSI: -0.942287
stock_65_SP100 <-> stock_57_HSI: -0.942280
stock_21_SP100 <-> stock_23_HSI: -0.942258
stock_62_SP100 <-> stock_46_HSI: -0.942252
stock_54_HSI <-> stock_65_HSI: -0.942188
stock_45_SP100 <-> stock_23_HSI: -0.942028
stock_17_HSI <-> stock_29_HSI: -0.941968
stock_11_SP100 <-> stock_18_HSI: -0.941955
stock_99_SP100 <-> stock_65_HSI: -0.941940
stock_67_SP100 <-> stock_47_HSI: -0.941889
stock_3_SP100 <-> stock_28_HSI: -0.941887
stock_80_SP100 <-> stock_68_HSI: -0.941784
stock_57_SP100 <-> stock_6_SP100: -0.941715
stock_35_SP100 <-> stock_46_HSI: -0.941699
stock_18_SP100 <-> stock_47_HSI: -0.941684
stock_55_SP100 <-> stock_45_HSI: -0.941594
stock_13_SP100 <-> stock_71_HSI: -0.941544
stock_70_SP100 <-> stock_6_SP100: -0.941517
stock_41_SP100 <-> stock_38_HSI: -0.941462
stock_20_SP100 <-> stock_68_HSI: -0.941295
stock_82_SP100 <-> stock_71_HSI: -0.941287
stock_79_SP100 <-> stock_64_HSI: -0.941232
stock_7_SP100 <-> stock_28_HSI: -0.941199
stock_92_SP100 <-> stock_66_HSI: -0.941170
stock_25_SP100 <-> stock_27_HSI: -0.941168
stock_98_SP100 <-> stock_30_HSI: -0.941105
stock_17_HSI <-> stock_14_SP100: -0.940979
stock_62_SP100 <-> stock_71_HSI: -0.940926
stock_74_SP100 <-> stock_14_SP100: -0.940841
stock_4_SP100 <-> stock_35_HSI: -0.940832
stock_18_SP100 <-> stock_18_HSI: -0.940819
stock_54_SP100 <-> stock_50_HSI: -0.940736
stock_47_SP100 <-> stock_22_SP100: -0.940736
stock_74_SP100 <-> stock_24_HSI: -0.940548
stock_70_SP100 <-> stock_48_SP100: -0.940520
stock_39_SP100 <-> stock_56_HSI: -0.940487
stock_25_SP100 <-> stock_71_HSI: -0.940391
stock_55_SP100 <-> stock_26_HSI: -0.940334
stock_57_SP100 <-> stock_79_HSI: -0.940325
stock_58_SP100 <-> stock_30_HSI: -0.940292
stock_57_SP100 <-> stock_47_HSI: -0.940254
stock_61_SP100 <-> stock_64_HSI: -0.940172
stock_38_SP100 <-> stock_50_HSI: -0.940110
stock_44_SP100 <-> stock_62_HSI: -0.940075
