Stock Similarity Group Detection
========================================
Method: Z-score normalized cosine similarity
High similarity threshold: >= 0.9
Low similarity threshold: <= -0.7

High similarity groups (1541 pairs)
----------------------------------------
stock_34_HSI <-> stock_20_HSI: -0.802051
stock_21_SP100 <-> stock_70_HSI: -0.802047
stock_17_HSI <-> stock_65_HSI: -0.802004
stock_42_HSI <-> stock_6_SP100: -0.801873
stock_61_SP100 <-> stock_65_HSI: -0.801840
stock_92_SP100 <-> stock_83_SP100: -0.801823
stock_70_SP100 <-> stock_6_HSI: -0.801774
stock_81_HSI <-> stock_63_HSI: -0.801763
stock_67_SP100 <-> stock_64_HSI: -0.801628
stock_37_HSI <-> stock_68_HSI: -0.801572
stock_21_SP100 <-> stock_64_HSI: -0.801463
stock_57_SP100 <-> stock_55_HSI: -0.801342
stock_80_SP100 <-> stock_23_HSI: -0.801273
stock_42_HSI <-> stock_48_SP100: -0.801270
stock_57_HSI <-> stock_75_SP100: -0.801212
stock_52_SP100 <-> stock_27_HSI: -0.800921
stock_52_SP100 <-> stock_33_HSI: -0.800799
stock_42_HSI <-> stock_76_SP100: -0.800719
stock_97_SP100 <-> stock_62_HSI: -0.800713
stock_89_SP100 <-> stock_65_HSI: -0.800662
stock_68_SP100 <-> stock_8_HSI: -0.800626
stock_72_SP100 <-> stock_14_SP100: -0.800568
stock_90_SP100 <-> stock_24_HSI: -0.800469
stock_72_SP100 <-> stock_31_HSI: -0.800392
stock_68_SP100 <-> stock_62_HSI: -0.800378
stock_10_SP100 <-> stock_40_HSI: -0.800343
stock_15_SP100 <-> stock_76_SP100: -0.800304
stock_12_HSI <-> stock_14_SP100: -0.800214
stock_16_HSI <-> stock_31_SP100: -0.800042
stock_74_HSI <-> stock_60_SP100: -0.799928
stock_61_SP100 <-> stock_38_HSI: -0.799873
stock_85_SP100 <-> stock_6_HSI: -0.799568
stock_10_SP100 <-> stock_12_SP100: -0.799438
stock_72_HSI <-> stock_27_HSI: -0.799434
stock_60_HSI <-> stock_21_HSI: -0.799307
stock_48_HSI <-> stock_3_HSI: -0.799129
stock_4_SP100 <-> stock_77_HSI: -0.798913
stock_23_SP100 <-> stock_29_HSI: -0.798881
stock_15_SP100 <-> stock_40_HSI: -0.798692
stock_69_SP100 <-> stock_24_SP100: -0.798524
stock_28_SP100 <-> stock_83_SP100: -0.798405
stock_72_SP100 <-> stock_66_HSI: -0.798391
stock_20_SP100 <-> stock_50_HSI: -0.798343
stock_59_SP100 <-> stock_75_HSI: -0.798282
stock_56_SP100 <-> stock_22_SP100: -0.798178
stock_34_HSI <-> stock_83_HSI: -0.798015
stock_57_SP100 <-> stock_28_HSI: -0.797997
stock_8_SP100 <-> stock_3_HSI: -0.797825
stock_20_SP100 <-> stock_40_HSI: -0.797669
stock_82_SP100 <-> stock_28_HSI: -0.797649
stock_18_SP100 <-> stock_71_SP100: -0.797510
stock_85_SP100 <-> stock_58_HSI: -0.797404
stock_81_SP100 <-> stock_45_HSI: -0.797400
stock_1_SP100 <-> stock_66_HSI: -0.797290
stock_11_SP100 <-> stock_35_HSI: -0.797284
stock_7_SP100 <-> stock_67_HSI: -0.797266
stock_68_SP100 <-> stock_71_HSI: -0.797262
stock_59_HSI <-> stock_14_SP100: -0.797228
stock_5_HSI <-> stock_32_HSI: -0.797136
stock_53_SP100 <-> stock_71_HSI: -0.797112
stock_12_HSI <-> stock_40_HSI: -0.797002
stock_13_SP100 <-> stock_20_HSI: -0.796794
stock_85_SP100 <-> stock_6_SP100: -0.796676
stock_42_HSI <-> stock_24_HSI: -0.796579
stock_17_HSI <-> stock_50_HSI: -0.796491
stock_2_SP100 <-> stock_6_SP100: -0.796244
stock_80_SP100 <-> stock_70_HSI: -0.796034
stock_38_SP100 <-> stock_69_HSI: -0.795943
stock_17_SP100 <-> stock_64_HSI: -0.795755
stock_55_SP100 <-> stock_41_HSI: -0.795704
stock_50_SP100 <-> stock_24_SP100: -0.795653
stock_54_SP100 <-> stock_21_HSI: -0.795390
stock_36_SP100 <-> stock_8_HSI: -0.795381
stock_38_SP100 <-> stock_21_HSI: -0.795336
stock_34_HSI <-> stock_22_HSI: -0.795225
stock_20_SP100 <-> stock_35_HSI: -0.795185
stock_44_SP100 <-> stock_24_SP100: -0.795162
stock_88_SP100 <-> stock_93_SP100: -0.795111
stock_54_SP100 <-> stock_45_HSI: -0.794978
stock_44_HSI <-> stock_38_HSI: -0.794923
stock_17_HSI <-> stock_27_HSI: -0.794904
stock_33_SP100 <-> stock_71_SP100: -0.794759
stock_2_SP100 <-> stock_91_SP100: -0.794726
stock_97_SP100 <-> stock_75_HSI: -0.794595
stock_38_SP100 <-> stock_65_HSI: -0.794502
stock_59_SP100 <-> stock_55_HSI: -0.794460
stock_72_SP100 <-> stock_63_HSI: -0.794361
stock_64_SP100 <-> stock_20_HSI: -0.794105
stock_79_SP100 <-> stock_91_SP100: -0.794084
stock_67_SP100 <-> stock_20_HSI: -0.793990
stock_89_SP100 <-> stock_48_SP100: -0.793954
stock_42_HSI <-> stock_22_HSI: -0.793941
stock_23_SP100 <-> stock_32_HSI: -0.793630
stock_52_SP100 <-> stock_40_HSI: -0.793600
stock_42_HSI <-> stock_66_SP100: -0.793410
stock_79_SP100 <-> stock_67_HSI: -0.793129
stock_53_SP100 <-> stock_70_HSI: -0.793129
stock_47_SP100 <-> stock_76_SP100: -0.793108
stock_99_SP100 <-> stock_50_HSI: -0.793062
stock_44_HSI <-> stock_21_HSI: -0.792810
stock_47_SP100 <-> stock_64_HSI: -0.792796
stock_21_SP100 <-> stock_20_HSI: -0.792771
stock_44_HSI <-> stock_55_HSI: -0.792734
stock_61_SP100 <-> stock_45_HSI: -0.792701
stock_34_HSI <-> stock_79_HSI: -0.792679
stock_78_SP100 <-> stock_61_HSI: -0.792665
stock_81_SP100 <-> stock_4_HSI: -0.792593
stock_59_HSI <-> stock_53_HSI: -0.792559
stock_80_SP100 <-> stock_55_HSI: -0.792552
stock_52_SP100 <-> stock_24_SP100: -0.792378
stock_51_HSI <-> stock_93_SP100: -0.792067
stock_47_SP100 <-> stock_41_HSI: -0.792016
stock_89_SP100 <-> stock_63_HSI: -0.791853
stock_36_SP100 <-> stock_28_HSI: -0.791824
stock_12_HSI <-> stock_61_HSI: -0.791810
stock_94_SP100 <-> stock_91_SP100: -0.791594
stock_65_SP100 <-> stock_64_HSI: -0.791584
stock_76_HSI <-> stock_29_SP100: -0.791550
stock_10_SP100 <-> stock_19_SP100: -0.791321
stock_60_HSI <-> stock_69_HSI: -0.791294
stock_28_SP100 <-> stock_29_HSI: -0.791145
stock_7_HSI <-> stock_100_SP100: -0.791063
stock_27_SP100 <-> stock_26_SP100: -0.790882
stock_52_SP100 <-> stock_19_SP100: -0.790879
stock_89_SP100 <-> stock_45_HSI: -0.790862
stock_78_SP100 <-> stock_93_SP100: -0.790568
stock_41_SP100 <-> stock_48_SP100: -0.790526
stock_56_SP100 <-> stock_6_HSI: -0.790451
stock_99_SP100 <-> stock_35_HSI: -0.790373
stock_61_SP100 <-> stock_70_HSI: -0.790354
stock_59_SP100 <-> stock_46_HSI: -0.790257
stock_17_SP100 <-> stock_20_HSI: -0.790209
stock_64_SP100 <-> stock_3_HSI: -0.790170
stock_73_HSI <-> stock_95_SP100: -0.790038
stock_52_SP100 <-> stock_41_HSI: -0.789958
stock_39_SP100 <-> stock_66_HSI: -0.789872
stock_23_SP100 <-> stock_79_HSI: -0.789857
stock_44_HSI <-> stock_26_HSI: -0.789853
stock_81_SP100 <-> stock_22_HSI: -0.789833
stock_17_HSI <-> stock_64_HSI: -0.789764
stock_86_SP100 <-> stock_91_SP100: -0.789759
stock_97_SP100 <-> stock_83_SP100: -0.789738
stock_82_SP100 <-> stock_53_HSI: -0.789669
stock_10_HSI <-> stock_32_SP100: -0.789613
stock_36_SP100 <-> stock_35_HSI: -0.789557
stock_57_SP100 <-> stock_26_SP100: -0.789485
stock_52_HSI <-> stock_40_SP100: -0.789431
stock_18_SP100 <-> stock_24_SP100: -0.789403
stock_67_SP100 <-> stock_76_SP100: -0.789316
stock_35_SP100 <-> stock_48_SP100: -0.789109
stock_37_HSI <-> stock_6_SP100: -0.789109
stock_98_SP100 <-> stock_71_HSI: -0.789094
stock_11_SP100 <-> stock_40_HSI: -0.789055
stock_44_SP100 <-> stock_76_SP100: -0.788826
stock_63_SP100 <-> stock_26_HSI: -0.788790
stock_69_SP100 <-> stock_40_HSI: -0.788747
stock_10_HSI <-> stock_30_SP100: -0.788703
stock_59_SP100 <-> stock_57_HSI: -0.788610
stock_10_SP100 <-> stock_45_HSI: -0.788541
stock_43_HSI <-> stock_31_SP100: -0.788512
stock_54_SP100 <-> stock_83_HSI: -0.788467
stock_48_HSI <-> stock_26_HSI: -0.788437
stock_34_HSI <-> stock_56_HSI: -0.788391
stock_34_HSI <-> stock_53_HSI: -0.788382
stock_80_SP100 <-> stock_30_SP100: -0.788349
stock_5_HSI <-> stock_67_HSI: -0.788344
stock_57_SP100 <-> stock_95_SP100: -0.788070
stock_79_SP100 <-> stock_69_HSI: -0.788061
stock_37_HSI <-> stock_75_HSI: -0.787904
stock_23_SP100 <-> stock_83_SP100: -0.787880
stock_49_SP100 <-> stock_30_HSI: -0.787785
stock_54_HSI <-> stock_31_HSI: -0.787752
stock_23_SP100 <-> stock_22_SP100: -0.787679
stock_68_SP100 <-> stock_68_HSI: -0.787657
stock_50_SP100 <-> stock_50_HSI: -0.787640
stock_69_SP100 <-> stock_26_SP100: -0.787611
stock_44_HSI <-> stock_67_HSI: -0.787500
stock_9_SP100 <-> stock_57_HSI: -0.787398
stock_28_SP100 <-> stock_61_HSI: -0.787255
stock_84_SP100 <-> stock_91_SP100: -0.787240
stock_90_SP100 <-> stock_27_HSI: -0.787061
stock_54_HSI <-> stock_55_HSI: -0.787037
stock_67_SP100 <-> stock_41_HSI: -0.786891
stock_98_SP100 <-> stock_38_HSI: -0.786795
stock_74_SP100 <-> stock_55_HSI: -0.786702
stock_78_HSI <-> stock_51_SP100: -0.786662
stock_58_SP100 <-> stock_32_HSI: -0.786560
stock_56_SP100 <-> stock_14_SP100: -0.786514
stock_78_SP100 <-> stock_33_HSI: -0.786326
stock_98_SP100 <-> stock_46_HSI: -0.786301
stock_42_HSI <-> stock_80_HSI: -0.786277
stock_3_SP100 <-> stock_6_HSI: -0.786237
stock_23_SP100 <-> stock_12_SP100: -0.786222
stock_53_SP100 <-> stock_68_HSI: -0.786197
stock_3_SP100 <-> stock_70_HSI: -0.786185
stock_54_SP100 <-> stock_67_HSI: -0.786175
stock_44_SP100 <-> stock_100_SP100: -0.786142
stock_27_SP100 <-> stock_91_SP100: -0.785942
stock_5_HSI <-> stock_71_SP100: -0.785883
stock_47_SP100 <-> stock_20_HSI: -0.785866
stock_23_SP100 <-> stock_45_HSI: -0.785755
stock_81_SP100 <-> stock_61_HSI: -0.785693
stock_81_SP100 <-> stock_38_HSI: -0.785613
stock_35_SP100 <-> stock_22_SP100: -0.785478
stock_17_HSI <-> stock_62_HSI: -0.785439
stock_77_SP100 <-> stock_73_SP100: -0.785351
stock_87_SP100 <-> stock_58_HSI: -0.785273
stock_79_SP100 <-> stock_21_HSI: -0.785077
stock_89_SP100 <-> stock_83_SP100: -0.784949
stock_45_SP100 <-> stock_100_SP100: -0.784807
stock_1_SP100 <-> stock_70_HSI: -0.784754
stock_1_SP100 <-> stock_22_HSI: -0.784579
stock_59_HSI <-> stock_79_HSI: -0.784467
stock_73_HSI <-> stock_31_HSI: -0.784436
stock_76_HSI <-> stock_40_SP100: -0.784337
stock_12_HSI <-> stock_22_HSI: -0.784211
stock_39_SP100 <-> stock_55_HSI: -0.784115
stock_99_SP100 <-> stock_40_HSI: -0.783974
stock_53_SP100 <-> stock_8_HSI: -0.783967
stock_5_HSI <-> stock_65_HSI: -0.783896
stock_15_HSI <-> stock_6_SP100: -0.783894
stock_3_SP100 <-> stock_58_HSI: -0.783807
stock_78_HSI <-> stock_3_HSI: -0.783805
stock_27_SP100 <-> stock_30_SP100: -0.783598
stock_59_SP100 <-> stock_52_HSI: -0.783541
stock_23_SP100 <-> stock_56_HSI: -0.783505
stock_23_SP100 <-> stock_100_SP100: -0.783489
stock_55_SP100 <-> stock_95_SP100: -0.783461
stock_9_HSI <-> stock_64_HSI: -0.783379
stock_15_HSI <-> stock_56_HSI: -0.783275
stock_42_HSI <-> stock_26_SP100: -0.783084
stock_15_SP100 <-> stock_35_HSI: -0.783016
stock_44_HSI <-> stock_77_HSI: -0.782903
stock_65_SP100 <-> stock_52_HSI: -0.782755
stock_8_SP100 <-> stock_76_SP100: -0.782742
stock_74_SP100 <-> stock_3_HSI: -0.782740
stock_70_SP100 <-> stock_75_HSI: -0.782688
stock_78_HSI <-> stock_30_SP100: -0.782556
stock_25_SP100 <-> stock_24_SP100: -0.782273
stock_4_SP100 <-> stock_8_HSI: -0.782254
stock_81_SP100 <-> stock_77_HSI: -0.782249
stock_3_SP100 <-> stock_66_HSI: -0.782144
stock_5_HSI <-> stock_45_HSI: -0.782128
stock_74_SP100 <-> stock_4_HSI: -0.782106
stock_59_SP100 <-> stock_91_SP100: -0.782019
stock_72_HSI <-> stock_19_SP100: -0.782013
stock_59_HSI <-> stock_83_HSI: -0.781945
stock_7_SP100 <-> stock_32_HSI: -0.781943
stock_23_SP100 <-> stock_14_SP100: -0.781712
stock_43_HSI <-> stock_22_HSI: -0.781669
stock_12_HSI <-> stock_22_SP100: -0.781625
stock_10_HSI <-> stock_51_SP100: -0.781527
stock_59_HSI <-> stock_22_HSI: -0.781404
stock_15_SP100 <-> stock_50_HSI: -0.781355
stock_55_SP100 <-> stock_30_SP100: -0.781156
stock_11_SP100 <-> stock_91_SP100: -0.781034
stock_34_HSI <-> stock_32_SP100: -0.781011
stock_97_SP100 <-> stock_52_HSI: -0.780883
stock_81_SP100 <-> stock_3_HSI: -0.780865
stock_68_SP100 <-> stock_66_HSI: -0.780861
stock_81_HSI <-> stock_21_HSI: -0.780606
stock_96_SP100 <-> stock_3_HSI: -0.780579
stock_34_HSI <-> stock_63_HSI: -0.780351
stock_89_SP100 <-> stock_22_HSI: -0.780328
stock_17_HSI <-> stock_26_HSI: -0.780240
stock_38_SP100 <-> stock_48_SP100: -0.780222
stock_8_SP100 <-> stock_95_SP100: -0.780217
stock_16_HSI <-> stock_69_HSI: -0.780116
stock_84_SP100 <-> stock_24_HSI: -0.780051
stock_81_SP100 <-> stock_29_HSI: -0.780037
stock_96_SP100 <-> stock_91_SP100: -0.779966
stock_48_HSI <-> stock_18_HSI: -0.779904
stock_50_SP100 <-> stock_40_HSI: -0.779837
stock_11_SP100 <-> stock_3_HSI: -0.779761
stock_28_SP100 <-> stock_22_HSI: -0.779679
stock_5_SP100 <-> stock_50_HSI: -0.779625
stock_78_SP100 <-> stock_22_SP100: -0.779598
stock_59_HSI <-> stock_56_HSI: -0.779529
stock_90_SP100 <-> stock_91_SP100: -0.779520
stock_79_SP100 <-> stock_32_HSI: -0.779465
stock_21_SP100 <-> stock_48_SP100: -0.779451
stock_41_SP100 <-> stock_31_HSI: -0.779441
stock_12_HSI <-> stock_66_HSI: -0.779372
stock_50_SP100 <-> stock_20_HSI: -0.779242
stock_81_SP100 <-> stock_95_SP100: -0.778968
stock_74_HSI <-> stock_71_SP100: -0.778829
stock_97_SP100 <-> stock_77_HSI: -0.778821
stock_10_HSI <-> stock_66_SP100: -0.778651
stock_10_SP100 <-> stock_24_HSI: -0.778527
stock_44_HSI <-> stock_47_HSI: -0.778469
stock_1_SP100 <-> stock_58_HSI: -0.778424
stock_38_SP100 <-> stock_63_HSI: -0.778413
stock_35_SP100 <-> stock_29_HSI: -0.778320
stock_62_SP100 <-> stock_24_HSI: -0.778210
stock_42_HSI <-> stock_83_HSI: -0.778159
stock_78_SP100 <-> stock_24_HSI: -0.778140
stock_4_SP100 <-> stock_51_HSI: -0.778048
stock_81_SP100 <-> stock_69_HSI: -0.778003
stock_46_SP100 <-> stock_46_HSI: -0.777898
stock_80_SP100 <-> stock_76_SP100: -0.777853
stock_46_SP100 <-> stock_26_HSI: -0.777742
stock_67_SP100 <-> stock_30_SP100: -0.777687
stock_90_SP100 <-> stock_19_SP100: -0.777542
stock_81_HSI <-> stock_93_SP100: -0.777484
stock_20_SP100 <-> stock_30_HSI: -0.777121
stock_81_SP100 <-> stock_68_HSI: -0.776976
stock_81_SP100 <-> stock_21_HSI: -0.776938
stock_1_HSI <-> stock_39_HSI: -0.776794
stock_17_SP100 <-> stock_48_SP100: -0.776626
stock_13_SP100 <-> stock_40_HSI: -0.776587
stock_16_HSI <-> stock_100_SP100: -0.776542
stock_59_HSI <-> stock_32_SP100: -0.776501
stock_39_SP100 <-> stock_95_SP100: -0.776477
stock_17_HSI <-> stock_35_HSI: -0.776341
stock_57_SP100 <-> stock_4_HSI: -0.776340
stock_10_HSI <-> stock_95_SP100: -0.776340
stock_88_SP100 <-> stock_22_HSI: -0.776123
stock_1_SP100 <-> stock_6_SP100: -0.776081
stock_98_SP100 <-> stock_6_HSI: -0.776013
stock_2_SP100 <-> stock_29_HSI: -0.775948
stock_56_SP100 <-> stock_6_SP100: -0.775915
stock_13_SP100 <-> stock_3_HSI: -0.775886
stock_10_SP100 <-> stock_53_HSI: -0.775652
stock_5_SP100 <-> stock_26_HSI: -0.775637
stock_99_SP100 <-> stock_24_SP100: -0.775571
stock_74_HSI <-> stock_33_HSI: -0.775501
stock_67_SP100 <-> stock_40_HSI: -0.775495
stock_99_SP100 <-> stock_30_HSI: -0.775295
stock_88_SP100 <-> stock_100_SP100: -0.775294
stock_41_SP100 <-> stock_3_HSI: -0.775164
stock_44_HSI <-> stock_69_HSI: -0.775031
stock_11_SP100 <-> stock_30_HSI: -0.774956
stock_38_SP100 <-> stock_45_HSI: -0.774922
stock_43_HSI <-> stock_3_HSI: -0.774762
stock_70_SP100 <-> stock_62_HSI: -0.774491
stock_61_SP100 <-> stock_66_HSI: -0.774367
stock_59_HSI <-> stock_24_SP100: -0.774228
stock_81_HSI <-> stock_31_HSI: -0.774188
stock_64_SP100 <-> stock_46_HSI: -0.774160
stock_54_SP100 <-> stock_4_HSI: -0.774151
stock_51_SP100 <-> stock_8_HSI: -0.773883
stock_69_SP100 <-> stock_28_HSI: -0.773883
stock_74_HSI <-> stock_75_SP100: -0.773861
stock_68_SP100 <-> stock_40_HSI: -0.773860
stock_54_HSI <-> stock_46_HSI: -0.773847
stock_2_HSI <-> stock_8_HSI: -0.773833
stock_88_SP100 <-> stock_83_HSI: -0.773583
stock_34_HSI <-> stock_32_HSI: -0.773446
stock_16_SP100 <-> stock_28_HSI: -0.773432
stock_98_SP100 <-> stock_65_HSI: -0.773371
stock_2_SP100 <-> stock_61_HSI: -0.773327
stock_47_SP100 <-> stock_40_HSI: -0.773256
stock_41_SP100 <-> stock_30_SP100: -0.773244
stock_68_SP100 <-> stock_12_SP100: -0.773117
stock_16_HSI <-> stock_76_SP100: -0.773095
stock_12_HSI <-> stock_69_HSI: -0.773018
stock_81_HSI <-> stock_69_HSI: -0.772989
stock_47_SP100 <-> stock_95_SP100: -0.772963
stock_54_HSI <-> stock_18_HSI: -0.772924
stock_81_SP100 <-> stock_62_HSI: -0.772498
stock_4_SP100 <-> stock_58_HSI: -0.772444
stock_47_SP100 <-> stock_30_SP100: -0.772188
stock_16_HSI <-> stock_21_HSI: -0.772145
stock_2_SP100 <-> stock_25_HSI: -0.772080
stock_53_SP100 <-> stock_38_HSI: -0.772066
stock_50_SP100 <-> stock_35_HSI: -0.772011
stock_28_SP100 <-> stock_69_HSI: -0.771967
stock_61_SP100 <-> stock_40_HSI: -0.771914
stock_35_SP100 <-> stock_14_SP100: -0.771749
stock_65_SP100 <-> stock_28_HSI: -0.771569
stock_17_HSI <-> stock_95_SP100: -0.771346
stock_39_SP100 <-> stock_75_HSI: -0.771275
stock_49_SP100 <-> stock_51_HSI: -0.771155
stock_84_SP100 <-> stock_65_HSI: -0.771094
stock_25_SP100 <-> stock_20_HSI: -0.770987
stock_80_SP100 <-> stock_46_HSI: -0.770931
stock_33_SP100 <-> stock_58_HSI: -0.770801
stock_81_SP100 <-> stock_14_HSI: -0.770788
stock_13_SP100 <-> stock_64_HSI: -0.770744
stock_2_SP100 <-> stock_8_HSI: -0.770729
stock_36_HSI <-> stock_30_SP100: -0.770715
stock_67_SP100 <-> stock_95_SP100: -0.770640
stock_92_SP100 <-> stock_56_HSI: -0.770450
stock_78_SP100 <-> stock_29_HSI: -0.770274
stock_25_SP100 <-> stock_40_HSI: -0.770164
stock_56_SP100 <-> stock_61_HSI: -0.770118
stock_43_HSI <-> stock_19_SP100: -0.769975
stock_12_HSI <-> stock_21_HSI: -0.769904
stock_82_SP100 <-> stock_55_HSI: -0.769757
stock_80_SP100 <-> stock_95_SP100: -0.769643
stock_84_SP100 <-> stock_3_HSI: -0.769606
stock_54_SP100 <-> stock_32_HSI: -0.769567
stock_84_SP100 <-> stock_75_HSI: -0.769485
stock_11_SP100 <-> stock_64_HSI: -0.769413
stock_61_SP100 <-> stock_91_SP100: -0.769377
stock_16_HSI <-> stock_79_HSI: -0.769114
stock_49_HSI <-> stock_39_HSI: -0.769059
stock_89_SP100 <-> stock_83_HSI: -0.768805
stock_35_SP100 <-> stock_6_SP100: -0.768631
stock_98_SP100 <-> stock_57_HSI: -0.768570
stock_68_SP100 <-> stock_51_HSI: -0.768542
stock_54_SP100 <-> stock_80_HSI: -0.768529
stock_53_SP100 <-> stock_83_SP100: -0.768519
stock_84_SP100 <-> stock_77_HSI: -0.768507
stock_76_HSI <-> stock_93_SP100: -0.768390
stock_59_HSI <-> stock_32_HSI: -0.768311
stock_41_SP100 <-> stock_30_HSI: -0.768170
stock_72_SP100 <-> stock_18_HSI: -0.768038
stock_2_HSI <-> stock_30_HSI: -0.767965
stock_35_SP100 <-> stock_25_HSI: -0.767902
stock_2_HSI <-> stock_50_HSI: -0.767871
stock_38_SP100 <-> stock_83_SP100: -0.767868
stock_4_SP100 <-> stock_12_SP100: -0.767795
stock_78_SP100 <-> stock_6_SP100: -0.767793
stock_96_SP100 <-> stock_40_HSI: -0.767776
stock_45_SP100 <-> stock_33_HSI: -0.767659
stock_70_SP100 <-> stock_45_HSI: -0.767625
stock_2_SP100 <-> stock_48_SP100: -0.767570
stock_25_SP100 <-> stock_50_HSI: -0.767467
stock_27_SP100 <-> stock_100_SP100: -0.767437
stock_88_SP100 <-> stock_80_HSI: -0.767330
stock_59_SP100 <-> stock_26_HSI: -0.767282
stock_78_SP100 <-> stock_14_SP100: -0.767219
stock_9_HSI <-> stock_70_HSI: -0.767171
stock_1_SP100 <-> stock_53_HSI: -0.767124
stock_11_HSI <-> stock_40_SP100: -0.767078
stock_38_SP100 <-> stock_83_HSI: -0.767078
stock_5_HSI <-> stock_55_HSI: -0.766949
stock_68_SP100 <-> stock_38_HSI: -0.766911
stock_52_SP100 <-> stock_26_SP100: -0.766809
stock_34_HSI <-> stock_40_SP100: -0.766588
stock_50_SP100 <-> stock_30_HSI: -0.766316
stock_97_SP100 <-> stock_51_HSI: -0.765918
stock_56_SP100 <-> stock_12_SP100: -0.765864
stock_5_HSI <-> stock_58_HSI: -0.765731
stock_92_SP100 <-> stock_6_SP100: -0.765721
stock_44_HSI <-> stock_66_HSI: -0.765673
stock_52_SP100 <-> stock_48_SP100: -0.765632
stock_89_SP100 <-> stock_67_HSI: -0.765440
stock_88_SP100 <-> stock_6_SP100: -0.765354
stock_11_SP100 <-> stock_76_SP100: -0.765291
stock_78_SP100 <-> stock_40_SP100: -0.765273
stock_58_SP100 <-> stock_58_HSI: -0.765186
stock_17_SP100 <-> stock_76_SP100: -0.765008
stock_69_SP100 <-> stock_71_SP100: -0.764963
stock_89_SP100 <-> stock_100_SP100: -0.764811
stock_16_SP100 <-> stock_30_SP100: -0.764799
stock_98_SP100 <-> stock_70_HSI: -0.764710
stock_54_SP100 <-> stock_6_HSI: -0.764574
stock_37_HSI <-> stock_32_HSI: -0.764458
stock_2_SP100 <-> stock_53_HSI: -0.764438
stock_58_SP100 <-> stock_82_HSI: -0.764171
stock_69_SP100 <-> stock_41_HSI: -0.764135
stock_28_SP100 <-> stock_38_HSI: -0.763956
stock_98_SP100 <-> stock_66_HSI: -0.763849
stock_58_SP100 <-> stock_66_HSI: -0.763649
stock_8_SP100 <-> stock_40_SP100: -0.763612
stock_3_SP100 <-> stock_67_HSI: -0.763429
stock_23_SP100 <-> stock_61_HSI: -0.763342
stock_49_SP100 <-> stock_64_HSI: -0.763299
stock_74_SP100 <-> stock_50_HSI: -0.763264
stock_28_SP100 <-> stock_21_HSI: -0.763127
stock_74_HSI <-> stock_24_HSI: -0.763056
stock_82_SP100 <-> stock_95_SP100: -0.762854
stock_4_SP100 <-> stock_71_HSI: -0.762819
stock_15_SP100 <-> stock_91_SP100: -0.762761
stock_58_SP100 <-> stock_69_HSI: -0.762736
stock_42_HSI <-> stock_79_HSI: -0.762655
stock_43_HSI <-> stock_83_HSI: -0.762521
stock_12_HSI <-> stock_80_HSI: -0.762521
stock_85_SP100 <-> stock_71_SP100: -0.762513
stock_44_SP100 <-> stock_20_HSI: -0.762508
stock_92_SP100 <-> stock_71_SP100: -0.762501
stock_55_SP100 <-> stock_64_HSI: -0.762488
stock_61_SP100 <-> stock_6_HSI: -0.762368
stock_96_SP100 <-> stock_75_HSI: -0.762291
stock_2_SP100 <-> stock_14_SP100: -0.762282
stock_56_SP100 <-> stock_100_SP100: -0.762263
stock_60_HSI <-> stock_31_HSI: -0.762139
stock_53_SP100 <-> stock_65_HSI: -0.762097
stock_38_SP100 <-> stock_22_HSI: -0.761899
stock_54_SP100 <-> stock_12_SP100: -0.761873
stock_80_SP100 <-> stock_50_HSI: -0.761860
stock_47_SP100 <-> stock_28_HSI: -0.761476
stock_84_SP100 <-> stock_12_SP100: -0.761455
stock_45_SP100 <-> stock_30_SP100: -0.761394
stock_54_SP100 <-> stock_63_HSI: -0.761374
stock_64_SP100 <-> stock_100_SP100: -0.761270
stock_87_SP100 <-> stock_53_HSI: -0.761130
stock_43_HSI <-> stock_27_HSI: -0.761105
stock_86_SP100 <-> stock_4_HSI: -0.761083
stock_13_HSI <-> stock_73_SP100: -0.761080
stock_90_SP100 <-> stock_71_SP100: -0.760968
stock_44_SP100 <-> stock_3_HSI: -0.760957
stock_5_SP100 <-> stock_77_HSI: -0.760863
stock_80_SP100 <-> stock_4_HSI: -0.760801
stock_11_HSI <-> stock_29_SP100: -0.760767
stock_44_HSI <-> stock_22_HSI: -0.760737
stock_34_HSI <-> stock_24_SP100: -0.760637
stock_60_HSI <-> stock_38_HSI: -0.760522
stock_63_SP100 <-> stock_75_HSI: -0.760195
stock_73_HSI <-> stock_26_SP100: -0.760115
stock_54_SP100 <-> stock_22_HSI: -0.759932
stock_65_SP100 <-> stock_8_HSI: -0.759921
stock_86_SP100 <-> stock_76_SP100: -0.759822
stock_73_HSI <-> stock_20_HSI: -0.759571
stock_39_SP100 <-> stock_3_HSI: -0.759549
stock_60_HSI <-> stock_93_SP100: -0.759541
stock_72_HSI <-> stock_26_SP100: -0.759365
stock_59_HSI <-> stock_63_HSI: -0.759266
stock_20_SP100 <-> stock_64_HSI: -0.759204
stock_34_HSI <-> stock_67_HSI: -0.759138
stock_36_SP100 <-> stock_55_HSI: -0.759003
stock_72_SP100 <-> stock_30_HSI: -0.758900
stock_1_SP100 <-> stock_22_SP100: -0.758834
stock_15_SP100 <-> stock_30_HSI: -0.758370
stock_89_SP100 <-> stock_79_HSI: -0.758344
stock_49_SP100 <-> stock_50_HSI: -0.758214
stock_16_SP100 <-> stock_76_SP100: -0.758146
stock_89_SP100 <-> stock_32_HSI: -0.758122
